1|What is kelp?|FAQ1_answer.htm|faq1_large.png|faq1_thumbnail.png
2|What are kelp forests?|FAQ2_answer.htm|faq2_large.png|faq2_thumbnail.png
3|Where are kelp forests found?|FAQ3_answer.htm|faq3_large.png|faq3_thumbnail.png
4|Why are kelp forests important?|FAQ4_answer.htm|faq4_large.png|faq4_thumbnail.png
5|How is kelp used by humans?|FAQ5_answer.htm|faq5_large.png|faq5_thumbnail.png
6|Can I fish in the kelp forest?|FAQ6_answer.htm|faq6_large.png|faq6_thumbnail.png
7|How can I explore kelp forests?|FAQ7_answer.htm|faq7_large.png|faq7_thumbnail.png
8|What are the biggest threats to kelp forests?|FAQ8_answer.htm|faq8_large.png|faq8_thumbnail.png
9|Where can I find out more about kelp forests?|FAQ9_answer.htm|faq9_large.png|faq9_thumbnail.png
